paisaje/experimentos.sb3,2021i-leccion-01-introduccion-pensamiento-computacional,8480ba83e32a64cf49df48685facfe1cd04501cd
paisaje/paisaje.sb3,2021i-leccion-01-introduccion-pensamiento-computacional,dcf314d0cfe9fd40d62a1cd86b182f5c4c35fcf3
APITest.sb3,APITest,b8263f61f2455b5a3a9b087dbacf8aa630c4d904
GamejoltAPI.sb3,APITest,729d8a31eb5a630eb0a09b2503d278f7d10f3d60
Project.sb3,APITest,a7d09f21759a75f4648a7685d31c68d3a55de171
Project_6.sb3,APITest,038d7ced3119aa413f47218ddb3b7587c5f86fee
test.sb3,APITest,ed324cf599087d5b79b945f4d94acbcb9c29b262
Day1Part1.sb3,AdventOfCode2020,5eaeb8b78aa555d2e04273e5e560cc6b6f07e27c
day1/Day1Part1.sb3,AdventOfCode2020,5eaeb8b78aa555d2e04273e5e560cc6b6f07e27c
"AI Covid Assistance app.sb3",Aischoolof-India,1509846c948a44ca6cb06e1ec797afe4ebce9903
"App By Dherya And me.sb3",Aischoolof-India,9f9625af459da8c8c8dfc06911bfb115d77b7499
"CW2 CH2-Amanda Mxi.sb3",Amanda-Mxi-Younglings-challenges-Repo,fd7ddf6dadb782b78065be3301395a600d228172
Introduction.sb3,Amanda-Mxi-Younglings-challenges-Repo,6322669c7cf83acfed64a73405cd3c9dae2ea7c3
Scratch/Introduction.sb3,Amanda-Mxi-Younglings-challenges-Repo,fd65c7f7779bbc59ea9be487d4726c81e29a3bfa
"Kitty Cat Final- Problem Set 0's code via submit50!.sb3",Amy-s-Projects,ba7698e756c8ec5953884190eaa30593712cbc1e
"Kitty Cat Final.sb3",Amy-s-Projects,0590bc3fa602ed9460763b01f25bcf2594138480
"Ejercicios/1_Dibujando con Scratch.sb3",App-Dibujo-Scratch,1a12bf527c4546a3be6ee2d38e3c2d3b6bf21770
"Ejercicios/2_Dibujando con Scratch_con sonido.sb3",App-Dibujo-Scratch,1a12bf527c4546a3be6ee2d38e3c2d3b6bf21770
"Ejercicios/3_Dibujando con Scratch_con sonido y cambia color.sb3",App-Dibujo-Scratch,1a12bf527c4546a3be6ee2d38e3c2d3b6bf21770
001LED13Code.sb3,ArduinoJunior,a7df03b605defa25480457868c2482551394a80d
002RedBlueFlashCode.sb3,ArduinoJunior,a7df03b605defa25480457868c2482551394a80d
003BreathLED.sb3,ArduinoJunior,a7df03b605defa25480457868c2482551394a80d
004ButtonCtrlLED.sb3,ArduinoJunior,a7df03b605defa25480457868c2482551394a80d
006Potentiometer.sb3,ArduinoJunior,ab7184fefd279e798e32deaa8bf1883c711db3a6
007HowToUseAServo.sb3,ArduinoJunior,ab7184fefd279e798e32deaa8bf1883c711db3a6
008HowToUseServo.sb3,ArduinoJunior,ab7184fefd279e798e32deaa8bf1883c711db3a6
009PotentiometerCtrledServo.sb3,ArduinoJunior,ab7184fefd279e798e32deaa8bf1883c711db3a6
"05Self-locking button.sb3",ArduinoJunior,ab7184fefd279e798e32deaa8bf1883c711db3a6
TestTool/ArduinoMega2560/Mega2560.sb3,Auto-Delivery-Robot,a8f82250e0903c31c43dbd11525e5974190441b4
"TestTool/MCU/Arduino/Arduino Mega 2560/Mega2560.sb3",Auto-Delivery-Robot,05f2065df6f80be86e137585e0caccfed60d2216
Arduino/close.sb3,Automatic-Window-Controller,5ae6eac903a5dc8801fe28af0b05f183b6f7a50f
Arduino/open.sb3,Automatic-Window-Controller,5ae6eac903a5dc8801fe28af0b05f183b6f7a50f
Assignment.sb3,BlackJack-game,efca06f6f8b0c4f446be22251893e1b63f0e46bd
Assignmentwithcorrectionandbug_V.3.sb3,BlackJack-game,efca06f6f8b0c4f446be22251893e1b63f0e46bd
"BlackJackGame/scratch program/Assignment_Automated.sb3",BlackJack-game,efca06f6f8b0c4f446be22251893e1b63f0e46bd
"BlackJackGame/scratch program/Assignment_Manual.sb3",BlackJack-game,efca06f6f8b0c4f446be22251893e1b63f0e46bd
"BlackJackGame/scratch program/Assignment_ManualV.2.sb3",BlackJack-game,efca06f6f8b0c4f446be22251893e1b63f0e46bd
"BlackJackGame/scratch program/extra scratch for the idea/dealer.sb3",BlackJack-game,efca06f6f8b0c4f446be22251893e1b63f0e46bd
"PREWORK_AFH/MODULE-7/Easy Scratch Project.sb3",Boot-Camp-FIles,aeac8fe8996e1546a76f15f4dfee6b549f092665
"PREWORK_AFH/MODULE-7/Moderate Scratch Project.sb3",Boot-Camp-FIles,aeac8fe8996e1546a76f15f4dfee6b549f092665
"Scratch Project (4).sb3",CS50---Problem-Set-0-bbt,405042f03a167db865077fa1998ac203f824b696
bbt.sb3,CS50---Problem-Set-0-bbt,8f9ad0aa639fcd0397b6020ee466b708fa3fef1c
"Week 0/Scratch/Scratch Project.sb3",CS50-IntroToCS,2296f386f908ab3e7f6bd5fc17133ed2dd64dfab
"Week0/Scratch/Scratch Project.sb3",CS50-IntroToCS,2296f386f908ab3e7f6bd5fc17133ed2dd64dfab
pset0/Project/FootballGameScratch.sb3,CS50-PSETs,af8c5dc3ff7bd68e1be0d18352e79bba93df7750
"pset0/src0/Gingerbread tales remix.sb3",CS50-PSETs,af8c5dc3ff7bd68e1be0d18352e79bba93df7750
"pset0/src0/Ivy's Hardest Game.sb3",CS50-PSETs,af8c5dc3ff7bd68e1be0d18352e79bba93df7750
pset0/src0/Oscartime.sb3,CS50-PSETs,af8c5dc3ff7bd68e1be0d18352e79bba93df7750
"pset0/src0/Pikachu's Pastry Catch.sb3",CS50-PSETs,af8c5dc3ff7bd68e1be0d18352e79bba93df7750
pset0/src0/bark.sb3,CS50-PSETs,af8c5dc3ff7bd68e1be0d18352e79bba93df7750
pset0/src0/bounce0.sb3,CS50-PSETs,af8c5dc3ff7bd68e1be0d18352e79bba93df7750
pset0/src0/bounce1.sb3,CS50-PSETs,af8c5dc3ff7bd68e1be0d18352e79bba93df7750
pset0/src0/cough0.sb3,CS50-PSETs,af8c5dc3ff7bd68e1be0d18352e79bba93df7750
pset0/src0/cough1.sb3,CS50-PSETs,af8c5dc3ff7bd68e1be0d18352e79bba93df7750
pset0/src0/cough2.sb3,CS50-PSETs,af8c5dc3ff7bd68e1be0d18352e79bba93df7750
pset0/src0/cough3.sb3,CS50-PSETs,af8c5dc3ff7bd68e1be0d18352e79bba93df7750
pset0/src0/cough4.sb3,CS50-PSETs,af8c5dc3ff7bd68e1be0d18352e79bba93df7750
pset0/src0/count0.sb3,CS50-PSETs,af8c5dc3ff7bd68e1be0d18352e79bba93df7750
pset0/src0/count1.sb3,CS50-PSETs,af8c5dc3ff7bd68e1be0d18352e79bba93df7750
pset0/src0/follow.sb3,CS50-PSETs,af8c5dc3ff7bd68e1be0d18352e79bba93df7750
pset0/src0/hello0.sb3,CS50-PSETs,af8c5dc3ff7bd68e1be0d18352e79bba93df7750
pset0/src0/hello1.sb3,CS50-PSETs,af8c5dc3ff7bd68e1be0d18352e79bba93df7750
pset0/src0/marco.sb3,CS50-PSETs,af8c5dc3ff7bd68e1be0d18352e79bba93df7750
pset0/src0/meow0.sb3,CS50-PSETs,af8c5dc3ff7bd68e1be0d18352e79bba93df7750
pset0/src0/meow1.sb3,CS50-PSETs,af8c5dc3ff7bd68e1be0d18352e79bba93df7750
pset0/src0/pet0.sb3,CS50-PSETs,af8c5dc3ff7bd68e1be0d18352e79bba93df7750
pset0/src0/pet1.sb3,CS50-PSETs,af8c5dc3ff7bd68e1be0d18352e79bba93df7750
"pset0/scratch/Racing Game.sb3",CS50-Portfolio,259ec8bda9f4d923485364c52a5fda83ce290714
"pset00/scratch/Racing Game.sb3",CS50-Portfolio,259ec8bda9f4d923485364c52a5fda83ce290714
"Scratch Project.sb3",CS50-Scratch-project,40117b653bea393db7a9a1200989a0993f600078
"test copy.sb3",CS50-Scratch-project,40117b653bea393db7a9a1200989a0993f600078
"Scratch Project v3.sb3",CS50-projects,44ff0680aa5ea815583eee752634c76cb9a0d98c
"Scratch Project.sb3",CS50-projects,9182a3619903d568697dbd5e0e8422e0029a45de
"Scratch Project Final V1.1.sb3",CS50-proyect0,3e54c0804435a6f229ced1afa176d54836df535b
"Scratch Project Final V1.2.sb3",CS50-proyect0,3e54c0804435a6f229ced1afa176d54836df535b
psets/scratch/BananaPlease.sb3,CS50IntroductionHaryoiro,ae2a5ee78601843cbd25d8c5a1da439c6dd6926c
psets/scrtch/BananaPlease.sb3,CS50IntroductionHaryoiro,ae2a5ee78601843cbd25d8c5a1da439c6dd6926c
Cat-Tag.sb3,Cat-Tag,a26b7bf4088b99f54ef9cb972df89b57f566ec00
"Scratch Project.sb3",Cat-Tag,30b489e0cd5a7585365df956e2998261644e406e
Scratch/proyectoScratch.sb3,CodigoMisionTIC,ffe002e192a3cbc1b4cf1eb9d38ff5da691bf8ac
Scratch/proyectoScratch1(old).sb3,CodigoMisionTIC,f1b15e6be27e765ce28fe3df8e15a5c8103ae8b1
Scratch/proyectoScratch1.sb3,CodigoMisionTIC,f1b15e6be27e765ce28fe3df8e15a5c8103ae8b1
Tests/testColisiones.sb3,CodigoMisionTIC,ffe002e192a3cbc1b4cf1eb9d38ff5da691bf8ac
"Scratch/Advanced/Scratch 1A1.sb3",Coding-for-Kids,abced05a6acb072c227c12b0f0dcf40a2df5c1bd
"Scratch/Advanced/Tom and Jerry.sb3",Coding-for-Kids,abced05a6acb072c227c12b0f0dcf40a2df5c1bd
Scratch/Basic/Additonal.sb3,Coding-for-Kids,abced05a6acb072c227c12b0f0dcf40a2df5c1bd
"Scratch/Basic/Basic 1.sb3",Coding-for-Kids,abced05a6acb072c227c12b0f0dcf40a2df5c1bd
Scratch/Basic/Basic.sb3,Coding-for-Kids,abced05a6acb072c227c12b0f0dcf40a2df5c1bd
"Scratch/Basic/Cat Chasing Mouse.sb3",Coding-for-Kids,abced05a6acb072c227c12b0f0dcf40a2df5c1bd
"Scratch/Basic/Scratch 2.sb3",Coding-for-Kids,abced05a6acb072c227c12b0f0dcf40a2df5c1bd
"Scratch/ML/Alien Language.sb3",Coding-for-Kids,abced05a6acb072c227c12b0f0dcf40a2df5c1bd
"Scratch/ML/Cats and Dogs.sb3",Coding-for-Kids,abced05a6acb072c227c12b0f0dcf40a2df5c1bd
"Scratch/ML/Smart Classroom.sb3",Coding-for-Kids,abced05a6acb072c227c12b0f0dcf40a2df5c1bd
"Scratch/ML/Toxic Demo.sb3",Coding-for-Kids,abced05a6acb072c227c12b0f0dcf40a2df5c1bd
Scratch/ML/pacman_learn.sb3,Coding-for-Kids,abced05a6acb072c227c12b0f0dcf40a2df5c1bd
Scratch/ML/pacman_play.sb3,Coding-for-Kids,abced05a6acb072c227c12b0f0dcf40a2df5c1bd
Scratch/ScratchPython.sb3,Coding-for-Kids,abced05a6acb072c227c12b0f0dcf40a2df5c1bd
"Scratch/ScratchInvaders - Week 1.sb3",CodingPirates,2ea3baf6441bac43599535822e71a9f062deb208
Scratch/ScratchInvaders.sb3,CodingPirates,2ea3baf6441bac43599535822e71a9f062deb208
Scratch/Scratchinvaders.sb3,CodingPirates,2ea3baf6441bac43599535822e71a9f062deb208
"DDR (1).sb3",DDR-Game,2cd44e34b182d308032843d243ace8735c038a4e
DDR.sb3,DDR-Game,9ee82b0f34b961b4ecc8c048fe2d100e8ebeb428
