lms,pt-PT/solutions/rock-band-finished.sb3,en/solutions/rock-band-finished.sb3,d8d9d22aaa1bfe52a40654e54d28e0c03753095b,2018-11-29 13:54:32 +0000,6eb0fa5c8923c2b2f2e31526ee5f42b6efae017f9c9d08c1453d8be872ea968c,0,0,
automated-assessment,act1-grading-scripts/newNames.sb3,test-projects/SB L1 Working 1.sb3,006e85d05398858e85d1e019b04a76a9760aa3ed,2019-04-12 15:50:34 -0500,6eb0fa5c8923c2b2f2e31526ee5f42b6efae017f9c9d08c1453d8be872ea968c,0,0,
scratch-3-phrasebook,en/resources/Scratch3Phrasebook6Dec.sb3,en/solutions/Scratch3Phrasebook6Dec,d9b679c1dc010ce05c27ca15281ed292d1272b57,2018-12-06 16:24:13 +0000,6eb0fa5c8923c2b2f2e31526ee5f42b6efae017f9c9d08c1453d8be872ea968c,0,0,
kids,computer_sciences/programming_languages/scratch/season01/lesson03/lesson03_ex08_walking_cat.sb3,Scratch Project.sb3,aa8420b2fe6d3ee8228311f84178afa510bd5f83,2019-11-02 12:44:38 +0800,6eb0fa5c8923c2b2f2e31526ee5f42b6efae017f9c9d08c1453d8be872ea968c,0,0,
kids,computer_sciences/programming_languages/scratch/season01/lesson04/lesson04_ex05_alphabet_strokes_EN.sb3,training/season01/lesson04/lesson04_ex01_Sichuan_opera_face.sb3,1c6bda26395757449d6a22b8e39241863953b6f7,2019-11-26 22:58:27 +0800,6eb0fa5c8923c2b2f2e31526ee5f42b6efae017f9c9d08c1453d8be872ea968c,0,0,
kids,computer_sciences/programming_languages/scratch/season01/lesson04/lesson04_ex08_Magic_Production.sb3,training/season01/lesson03/lesson03_ex04_a_train_station.sb3,ca9f6cce9d44b65f5acede68bd53b1dd9fc56486,2019-11-19 23:23:29 +0800,6eb0fa5c8923c2b2f2e31526ee5f42b6efae017f9c9d08c1453d8be872ea968c,0,0,
kids,computer_sciences/programming_languages/scratch/season01/lesson04/lesson04_ex04_keyhole_imaging.sb3,Scratch Project.sb3,aa8420b2fe6d3ee8228311f84178afa510bd5f83,2019-11-02 12:44:38 +0800,6eb0fa5c8923c2b2f2e31526ee5f42b6efae017f9c9d08c1453d8be872ea968c,0,0,
kids,computer_sciences/programming_languages/scratch/season01/lesson03/lesson03_ex07_f1_fomula.sb3,training/season01/lesson03/lesson03_ex04_a_train_station.sb3,ca9f6cce9d44b65f5acede68bd53b1dd9fc56486,2019-11-19 23:23:29 +0800,6eb0fa5c8923c2b2f2e31526ee5f42b6efae017f9c9d08c1453d8be872ea968c,0,0,
stuff,CarGameRemakeB3.6.sb3,CarGameRemakeB4.sb3,8446b3a779be974d9e61c91da00be9e6a1e139d0,2021-07-25 17:28:24 -0700,6eb0fa5c8923c2b2f2e31526ee5f42b6efae017f9c9d08c1453d8be872ea968c,0,0,
FaceDetectionBackend,Scratch/car racer.sb3,Scratch/car racer.sb3,e5782b17b623f90ce2f49989738649e547516b05,2019-07-22 09:32:03 +0200,6eb0fa5c8923c2b2f2e31526ee5f42b6efae017f9c9d08c1453d8be872ea968c,0,0,
FaceDetectionBackend,Scratch/Up-Down-Pong FINISHED.sb3,Scratch/PONG.sb3,eb390a919b80bc6ff190067dec6b7790b20e57b5,2019-07-16 14:59:55 +0200,6eb0fa5c8923c2b2f2e31526ee5f42b6efae017f9c9d08c1453d8be872ea968c,0,0,
IntroCompEdu-2020,scratch/ex02-lowergreater.sb3,scratch/ex02-lowergreater.sb3,5765df83fe909b20ece06c0d965ca4ce02c98035,2020-11-22 15:47:22 -0300,6eb0fa5c8923c2b2f2e31526ee5f42b6efae017f9c9d08c1453d8be872ea968c,0,0,
lost-in-space,ru-RU/solutions/lost-in-space-solution.sb3,cy-GB/solutions/lost-in-space-solution.sb3,167c314dde5bab7b6d9fdc2248658b0c6515a675,2019-08-23 16:06:31 +0100,6eb0fa5c8923c2b2f2e31526ee5f42b6efae017f9c9d08c1453d8be872ea968c,0,0,
coderunners2019.github.io,week1/Recovery4/W1_The Fast And the Curious/W1_The Fast And The Curious_Edu Game.sb3,W1_The Fast And The Curious_Edu Game.sb3,f337601071e93d7c2ee3c8391c811d1f5c2fe2eb,2019-06-13 11:22:18 -0500,6eb0fa5c8923c2b2f2e31526ee5f42b6efae017f9c9d08c1453d8be872ea968c,0,0,
coderunners2019.github.io,week1/no_buddy/Scratch Project.sb3,no_buddy/Scratch Project.sb3,e00af1db281b47994721eab14da9e4c85bc86b67,2019-06-17 09:44:24 -0500,6eb0fa5c8923c2b2f2e31526ee5f42b6efae017f9c9d08c1453d8be872ea968c,0,0,
FaceDetectionBackend,Scratch/PONG (1).sb3,Scratch/PONG.sb3,9ebb377e61700c2dfcc96a18620f22abebf82773,2019-07-17 15:40:53 +0200,6eb0fa5c8923c2b2f2e31526ee5f42b6efae017f9c9d08c1453d8be872ea968c,0,0,
