coderunners2019.github.io,eded66e978147cd1fb5a0a8424cb0955748a8747
milestones-team13-cnguyen32-zwiegand,9ac408be587008a3a78c022e86f35e4207efd068
lms,dc10f93372f0f6e670053c0a9b130fdd2702d015
stuff,d5ba3d85af353b87be6136fb7ea1d609d5dfc3b9
FaceDetectionBackend,b7c312b9030abfa8e4e4ce00d7dc24bb90a73f77
kids,1d3816f08603ace67972f910b92880d8e85a608c
codeclub,6bac89e468b813c8bf70b6b300fe63a18eb65fcf
lms,d8d9d22aaa1bfe52a40654e54d28e0c03753095b
lms,c42123980047fc7039a60e4ccdf110c976c26a50
cs50gamedevelopment,f386b59a6c90e61d7e50b718c39eb5823685c330
Scratch-Project-3,3acb3e9b0407a1bb9908fcaf60ebb8e2864c2be3
IntroCompEdu-2020,5765df83fe909b20ece06c0d965ca4ce02c98035
logica-de-programacao-em-scratch,e6c8652392eff332a8176aeff1ccda2da7006d8a
lms,c42123980047fc7039a60e4ccdf110c976c26a50
coderunners2019.github.io,1c027e350da8d0da120fba63f79b7e7028c03791
posenet2scratch,5c8526f06c0e1f9493b607cfcb7b2e3016445cc6
automated-assessment,7b45f16ff7e7a670d20a77ec83b5d4171c83cd10
ArduinoJunior,ab7184fefd279e798e32deaa8bf1883c711db3a6
posenet2scratch,494424c30c1b817ebf9a65a6178dc6e40d20b8af
scratch3-hacks,f0f690e3bff44befd214d0f8ad1b4ac24c0acb53
ourProgramming,5375cfaff98337bd39b7796e930626d3bb1a04c8
automated-assessment,f40c9c45c48d78c5ab4a4fa67c0b1c6e4209e727
chickenclicker,d1a19e7e31215fd4b744d245fe2b1d6edb88fc29
Scratch-Dinosaur,fa5337e3fc209eb66a90a35248bf6466677ad2a8
smart,57fe86b44852816949069db6e70e2703f9951c1c
primary-programming,a88bb65c4a39e724e4c69b8cd92e40f17e401c84
coding-120,3bc6f3ffa33e327430aee31ff9eab4c2e5b53800
automated-assessment,ebdc2992df2e15c725062162ec038371b63391ab
coderunners2019.github.io,3f03626205937c2987388fc40e0d69c85478f895
kids,bf5ee2bec7c2c356da7c0dc92beb387c1842c3af
harvard-cs5ox-2021-pset-solutions,8b5211e7671113a084c5174f8864f1e6f6805333
coding-class-scratch-python,e9328eda16e163666b95d852983bc354b9fa3471
automated-assessment,995cf4ddd1b8df8357da02bb484881242dd0e562
eabs,1e6e2397d10b4b6725c778f4f416f781341fc8eb
kids,1d3816f08603ace67972f910b92880d8e85a608c
