scratch-gcc,4330a6df6bf16401270e9a427ed4646ed17b4862
pingpong,4f3a8e37a4a3764e18d5a9c0f782fbf7b2ae425a
kids,ca9f6cce9d44b65f5acede68bd53b1dd9fc56486
automated-assessment,c868c83d3a7d71011c2d04b8c1abc3b3a29815a1
Sniffle,4e90fb28790e49ae51d43ab13d9f542dbb25496d
Problem-solving-and-programing,0b1b78a8c0d58ecee056efc44ba4e40f845f23d8
kids,d2a1fbd897882a9d8310b7fd2a106042b84de42e
fullextension,32b28d3dae46254359475750c853822c00a6a952
codio-creative-computing,5ea83538a6c84ab46cf07a6ef4bb0021e5c85b4a
lost-in-space,fc69c1fdc45fe5f8d21ce2f9e82140ade54cbd4d
StoryTime,409c731139053707296583650c2afcaff0b6eab0
kids,89b3f46c4029325da168084a47f98faaa6564e4e
scratch3-hacks,06a5bda642b73a7e6df3cc1be3b8ad69f76fa769
scratch-program,d88457808ab17a974762ddb00b4a8898a6660040
coderunners2019.github.io,3f03626205937c2987388fc40e0d69c85478f895
stuff,8446b3a779be974d9e61c91da00be9e6a1e139d0
fullextension,32b28d3dae46254359475750c853822c00a6a952
scratch-tutorial-2020,05d69a5961897ebcb519c387e5aedc2010844b12
lms,d8d9d22aaa1bfe52a40654e54d28e0c03753095b
stuff,d5ba3d85af353b87be6136fb7ea1d609d5dfc3b9
bilanganSMP.github.io,8751a14473a2552af932a4107a7ba0238d4337ae
youpy,90d330e6ca66de86d693c045f7f3d67290a7dfd7
posenet2scratch,cd77644ed0d00de714f517524f9d85041883deb2
scratch3-exo7,6fda7ff5e88415c03d28da8b13a9f6b345438e6c
preview-coderdojo-linz.github.io,afc38cd12a185fb7423cb1b4aef403ae5d500682
onlineclassbabay,f852239d9c89a5226ea637446a8bf6482d27e453
stuff,68b5e86ac949c303c3b5ab105874314c48f9043e
Mart120,0a873cb6a9b623bb2d9e7dbdbd66bf081d50718b
Pensamento-Computacional,cc91cff60c35979c4dfe036cbf3e1ea3ff9639c9
kids,4bd16487bd9aa6e5045acf764c1f7c919988f6ea
scratch-gcc,d4b3eadfe72a9d71b5b620d1b4e5ed39f2ce894a
hummer-bot,908f0252c2d7c6392b906a92d5e1b523575320e2
Machine,27c60daf34c412216c944ae145c73862323cd0be
lms,68085665b6e71b6f4c6f8dc7598f464824a2f6e6
scratch3-exo7,6fda7ff5e88415c03d28da8b13a9f6b345438e6c
